oferta_id,empresa,area,nivel_requerido,ciudad,modalidad,tipo_contrato,salario_minimo_cop,salario_maximo_cop,vacantes,skills_requeridos,estado,fecha_publicacion,dias_abierta
373,Pragma,Cloud,Semi-Senior,Pereira,Presencial,Práctica,4000000,5242466,3,Docker|AWS|Terraform,Cerrada,2024-05-28,18
374,Nequi,Diseño UX/UI,Junior,Santa Marta,Híbrido,Freelance,2000000,4681135,3,Adobe XD|HTML|Figma|Prototyping,Activa,2024-10-21,77
375,Bold,QA,Lead,Santa Marta,Híbrido,Práctica,10000000,11808652,5,JMeter|Pytest|Selenium|Cypress,Activa,2024-01-02,110
376,Platzi,Backend,Junior,Medellín,Híbrido,Medio Tiempo,2000000,4749783,1,SQL|Node.js,Activa,2024-03-08,1
377,Bold,QA,Senior,Popayán,Presencial,Freelance,7000000,9386401,4,Postman|Cypress|Pytest,Cerrada,2024-09-24,61
378,MercadoLibre,QA,Junior,Santa Marta,Presencial,Práctica,2000000,4151744,1,Postman|JMeter|Cypress,Activa,2024-07-16,68
379,Bancolombia Digital,Frontend,Senior,Pasto,Remoto,Práctica,7000000,9604801,3,Vue.js|HTML,Activa,2024-02-24,20
380,Inlaze,Mobile,Junior,Armenia,Presencial,Tiempo Completo,2000000,3602806,2,React Native|Flutter|Kotlin|Dart,Activa,2024-07-27,117
381,Bancolombia Digital,QA,Lead,Cali,Presencial,Tiempo Completo,10000000,12028235,4,Pytest|Cypress|Postman,Activa,2024-06-01,104
382,Bancolombia Digital,Full Stack,Lead,Bucaramanga,Remoto,Freelance,10000000,11203471,5,Python|Node.js,Cerrada,2024-09-30,38
383,Nequi,Diseño UX/UI,Junior,Santa Marta,Híbrido,Tiempo Completo,2000000,5448977,4,CSS|HTML|Sketch,Cerrada,2024-08-31,86
384,Pragma,Mobile,Senior,Tunja,Presencial,Tiempo Completo,7000000,8879733,3,Kotlin|Dart,Activa,2024-05-18,68
385,Nequi,Data Science,Lead,Pasto,Presencial,Práctica,10000000,12254747,5,Pandas|R|SQL,Pausada,2024-01-08,74
386,Konrad Lorenz Tech,Full Stack,Junior,Tunja,Remoto,Medio Tiempo,2000000,5759269,4,Docker|JavaScript,Activa,2024-05-08,35
387,Komet Sales,DevOps,Junior,Popayán,Híbrido,Medio Tiempo,2000000,4393027,5,Jenkins|Kubernetes,Activa,2024-01-09,60
388,Globant,Data Science,Semi-Senior,Neiva,Híbrido,Práctica,4000000,6976209,3,SQL|Python|TensorFlow|Scikit-learn,Activa,2024-08-23,47
389,Arus,Cloud,Lead,Popayán,Híbrido,Medio Tiempo,10000000,11845012,1,GCP|Docker|Terraform|Kubernetes,Activa,2024-03-07,108
390,Globant,Cloud,Senior,Montería,Remoto,Medio Tiempo,7000000,10712468,2,Kubernetes|GCP|Terraform|Docker,Activa,2024-08-07,4
391,MercadoLibre,Machine Learning,Senior,Neiva,Presencial,Práctica,7000000,9226983,5,Python|Scikit-learn|MLflow|SQL,Activa,2024-08-15,25
392,Rappi Tech,Machine Learning,Semi-Senior,Pasto,Remoto,Tiempo Completo,4000000,6966034,5,Scikit-learn|PyTorch,Activa,2024-05-30,100
393,Addi,QA,Senior,Tunja,Híbrido,Tiempo Completo,7000000,9763320,2,Pytest|JMeter,Activa,2024-08-23,93
394,Habi,Backend,Lead,Popayán,Híbrido,Tiempo Completo,10000000,11635455,2,FastAPI|SQL,Activa,2024-10-20,8
395,Platzi,QA,Senior,Neiva,Remoto,Freelance,7000000,9954610,4,JMeter|Cypress|Pytest|Postman,Activa,2024-05-12,10
396,Runa,QA,Semi-Senior,Popayán,Remoto,Tiempo Completo,4000000,6897641,2,Selenium|Postman|Pytest|Cypress,Activa,2024-02-03,46
397,Komet Sales,Cloud,Senior,Popayán,Híbrido,Práctica,7000000,8703167,4,Docker|Kubernetes|Terraform,Cerrada,2024-04-17,74
398,Inlaze,BI & Analytics,Semi-Senior,Bogotá,Remoto,Tiempo Completo,4000000,7874137,4,Python|SQL|Power BI|Excel,Activa,2024-03-18,31
399,Konrad Lorenz Tech,Full Stack,Junior,Cali,Híbrido,Tiempo Completo,2000000,3648801,5,SQL|JavaScript|React|Python,Cerrada,2024-10-03,76
400,TechCorp Colombia,Full Stack,Lead,Villavicencio,Presencial,Tiempo Completo,10000000,11496696,1,React|Python|Docker,Activa,2024-03-08,29
